employee_id,employee_name,designation,salary,retirement,other_benefits,total_benefits,total_compensation
6079,Louis Johnson,Court Reporter,16082.92,0,1278.59,1278.59,17361.51
8854,Nicholas Rojas,Court Reporter,24768,5440.3,2175.09,10486.12,36616.27
15529,Terri Cruz,Court Manager,130201.69,24874.98,22687.46,60480.68,190682.37
16740,Diana Johnson,Court Manager,131136.09,25069.52,21512,59499.76,190635.85
25230,Steve Patterson,Court Manager,129650.63,24777.4,22695.12,60390.76,190041.39
37562,Roger Werner,Court Manager,130201.68,24874.98,21475.63,59268.85,189470.53
49199,Dylan Brown,Court Manager,117459.28,22618.31,19617.34,54196.99,171656.27
52814,Christopher Doyle,Court Manager,85984.73,16960.86,21806.36,48097.07,134081.8
53849,Adam Elliott,Court Manager,131136.08,25069.52,13773.34,51761.11,182897.19
55978,Samantha Smith,Court Manager,130201.68,24874.98,21527.56,59320.78,189522.46
6174,Jacqueline Garza,Court Manager,130201.68,24874.98,22704.77,60497.99,190699.67
56164,Sarah Brown,Court Reporter Coordinator,144228.56,27577.44,22941.17,63436.85,207665.41
20332,Jessica Knox,Court Administrator,151190.13,28909.72,10509.36,52337.32,203527.45
34403,Veronica Banks,Court Administrator,98332.63,18684.55,15051.29,41480.81,139813.44
15975,James Johnson,Court Supervisor II,1034.25,0,82.22,82.22,1116.47
2077,Ryan Simon,Court Supervisor II,108060.14,21221.7,13334.71,47474.65,155534.79
22074,Pamela Brown,Court Supervisor II,116437.07,22242.09,10581.62,45789.8,162226.87
2352,Craig Young,Court Supervisor II,114667.6,21905.8,21248.59,56035.32,170702.92
24517,Robert Dyer,Court Supervisor II,116487.27,22263.86,21239.37,56421.47,172908.74
26993,Mariah Blankenship,Court Supervisor II,116487.26,22583.62,13151.9,48653.76,165141.02
2744,Thomas Nguyen,Court Supervisor II,115659.87,22091.58,21246.11,56255.93,171915.8
33163,Gregory Martin,Court Supervisor II,116487.26,22263.84,28999.41,64181.49,180668.75
35198,Robert Clayton,Court Supervisor II,115659.86,22091.57,13026.63,48036.45,163696.31
39438,Becky Mack,Court Supervisor II,115659.87,22091.57,28949.81,63959.62,179619.49
39856,Randy Guerra,Court Supervisor II,115659.86,22091.57,22432.11,57441.92,173101.78
400,Michelle Moore,Court Supervisor II,115724.52,22105.04,21244.35,56267.63,171992.15
41670,Eric West,Court Supervisor II,116487.27,22263.83,21260.86,56442.93,172930.2
48763,Jack Lewis,Court Supervisor II,116487.26,22263.83,22439.71,57621.78,174109.04
49199,Natalie Pena,Court Supervisor II,11152,1975.01,1882.38,4814.3,15966.3
49260,Danielle Ramirez,Court Supervisor II,115659.93,22091.6,9957.83,44967.67,160627.6
49471,Danielle Vasquez,Court Supervisor II,11850.35,0,942.1,942.1,12792.45
52011,Rhonda Johnson,Court Supervisor II,115659.85,22091.56,22439.75,57449.55,173109.4
53573,Catherine Atkinson,Court Supervisor II,94289,18273.64,20519.54,49183.22,143472.22
8798,Pamela Underwood,Court Supervisor II,14597.34,2511.91,6194.23,9905.99,32549.38
38819,Jason Fields,Court Interpreter Supervisor,100285.68,19302.46,12693.91,43090.81,143376.49
46279,Jason Gonzalez,Fiscal Services Supervisor,55085.03,11420.41,11805.44,30641.88,85726.91
46429,Sarah Garner,Fiscal Services Supervisor,63947.39,11325.07,13124.15,31386.79,164351.26
56332,Dawn Craig,Fiscal Services Supervisor,116487.25,22263.83,29002.56,64184.63,180671.88
19411,Dawn Williamson,Court Computer Sys Manager,158261.52,30246.72,10290.98,53455.94,211717.46
30959,Margaret Watts,Court Computer Sys Manager,158261.5,30246.73,14285.02,57449.99,215711.49
34046,Logan Chambers,Court Computer Sys Manager,158261.53,30246.72,14321.23,57486.19,215747.72
51063,Elizabeth Anderson,Sup Ct Admin Secretary,19468.4,3545.18,3248.95,8707.94,40867.11
15695,Max Vincent,Duty Officer,84446.25,21924.16,15186.77,56350.74,140796.99
23980,Caitlin Novak,Duty Officer,93450,18643.46,19225.41,59160.05,152610.05
47782,Tonya Byrd,Duty Officer,72555.02,16993.3,7196.43,40720.3,113275.32
40918,Todd Escobar,Court Commissioner,17577.12,2846.54,4786.79,7633.33,25210.45
56844,Melinda Zimmerman,Court Commissioner,23345.18,1496.73,6076.64,7573.37,30918.55
8726,Andrea Daniels,Court Commissioner,157211.28,47340.64,13102.99,73361.87,230573.15
10031,Joseph Schroeder,Deputy Court Clerk I,23539.33,0,1935.34,8137.3,31676.63
10086,Elizabeth Woodard,Deputy Court Clerk I,23562.05,0,1950.19,8158.12,31720.17
13964,Kristine Wagner,Deputy Court Clerk I,35724.49,6551.15,2957.43,16927.6,52652.09
15986,Mary Velez,Deputy Court Clerk I,18725.4,0,1565.67,6493.74,25219.14
16961,Michelle Lewis,Deputy Court Clerk I,16282.5,0,1294.15,5600.23,21882.73
17663,Ashley Maldonado,Deputy Court Clerk I,37727.5,8747.38,3121.19,21916.09,59643.59
20509,Patrick Martinez,Deputy Court Clerk I,33619.76,7057.38,2775.24,16459.2,50898.88
21540,Andrea Morse,Deputy Court Clerk I,21477.04,0,1749.57,7408.78,29642.02
22485,Michelle Thomas,Deputy Court Clerk I,19537.82,0,1630.25,6772.14,26309.96
26774,Troy Moore,Deputy Court Clerk I,45543.66,9145.36,3737.29,22864.38,68408.04
2965,Matthew Haney,Deputy Court Clerk I,50540.02,10149.94,4181.2,24378.66,74918.68
29840,Amanda Baker,Deputy Court Clerk I,34021,7979.77,2811.56,19834.1,53855.1
30055,Jon Fry,Deputy Court Clerk I,50540,10149.94,4101.7,24299.16,74839.16
30481,Cheryl Goodwin,Deputy Court Clerk I,19333.3,0,1536.99,1536.99,20870.29
32359,Jay Miller,Deputy Court Clerk I,23442.75,0,1940.7,8117.24,31559.99
32621,Peter Benton,Deputy Court Clerk I,13879.5,0,1103.42,3830.6,17710.1
32682,Michelle White,Deputy Court Clerk I,19986.64,0,1665.35,6925.35,27604.47
34018,William Nichols,Deputy Court Clerk I,20401.38,0,1698.91,7068.06,27469.44
34962,Kevin Lindsey,Deputy Court Clerk I,44288.28,8921.91,3668.97,22291.52,66579.8
38957,Mr. Kevin Johnson DVM,Deputy Court Clerk I,42938.25,8623.89,3554.61,22058.56,64996.81
39671,Jacob Coleman,Deputy Court Clerk I,18907.2,0,1580.12,6556.04,25463.24
41057,Nicholas Murillo,Deputy Court Clerk I,19770.75,0,1648.78,6851.96,26622.71
43138,Kenneth Davis,Deputy Court Clerk I,38130.6,8877.58,3075.86,21618.2,59748.8
43889,Jacqueline Jackson,Deputy Court Clerk I,19009.46,0,1529.15,6531.98,26170.2
44005,Ashley Dunn,Deputy Court Clerk I,20543.4,0,1710.2,7116.72,27660.12
44166,Michael Walker,Deputy Court Clerk I,30110.37,894,2485.72,11365.41,41475.78
53281,Elizabeth Hall,Deputy Court Clerk I,37137.98,8602.86,2937.97,21432.86,58570.84
56624,Karen Estes,Deputy Court Clerk I,28976.5,6177.77,2406.78,14278.15,43254.65
7107,Michael Austin,Deputy Court Clerk I,37021.5,8601.17,3054.92,21512.23,59680.69
7364,Ellen Davis,Deputy Court Clerk I,19583.27,0,1603.07,6756.91,26340.18
8721,James Martinez,Deputy Court Clerk I,37694.41,8740.53,3118.55,21897.63,59592.04
1366,Edward Leon,Deputy Court Clerk II,72264.52,14168.56,6003.48,33090.28,105354.8
14273,Ronald Irwin,Deputy Court Clerk II,79570.51,15729.83,6663.41,35311.48,115529.99
149,Christina Glover,Deputy Court Clerk II,79570.51,15729.83,6663.41,35311.48,115529.99
14993,Nicole Montgomery,Deputy Court Clerk II,78947.08,15605.64,6670.7,35088.78,115825.79
15040,Anthony Yang,Deputy Court Clerk II,79570.51,15602.47,6651.66,35172.37,115889.84
15167,James Davis,Deputy Court Clerk II,78219.93,15481.75,6555.11,34722.58,113578.85
16200,Amber Pearson,Deputy Court Clerk II,78158.14,15345.24,6493.99,34757.47,112915.61
16508,Daniel Strong,Deputy Court Clerk II,69660.95,13744.96,5788.05,31548.17,101209.12
16998,Amanda Foster,Deputy Court Clerk II,79570.5,15729.83,6663.41,35311.48,115529.98
17137,Sylvia Baker,Deputy Court Clerk II,79186.35,15532.5,6638.61,35023.21,115356.52
17199,William Park,Deputy Court Clerk II,78244.34,15444.68,6557.09,34698.32,113579.55
1737,Angela Cummings,Deputy Court Clerk II,72196.39,14155.89,5998.07,33070.71,105267.1
18022,Sheri Casey,Deputy Court Clerk II,72264.5,14479.94,6186.35,33584.53,108575.99
18330,Karen Lewis,Deputy Court Clerk II,74350.77,14770.23,6244.85,33034.79,107988.48
19171,Stephanie Sandoval,Deputy Court Clerk II,72044.36,14978.64,6964.93,33768.67,111293.35
19644,Tristan Kim,Deputy Court Clerk II,79570.52,15811.01,6696.15,35425.4,116055.92
19764,Robert Cruz,Deputy Court Clerk II,79570.51,15729.81,6495.09,35143.14,115361.67
19917,Randall Miller,Deputy Court Clerk II,79538.92,15724.02,6718.13,35354.95,116688.56
20281,Justin Walker,Deputy Court Clerk II,79570.53,16031.93,6651.88,35602.05,117360.58
20322,David Freeman,Deputy Court Clerk II,79570.5,15602.47,6611.88,35132.59,114703.09
20326,Lindsey Winters,Deputy Court Clerk II,79570.53,15729.83,6663.41,35311.48,115530.01
2086,Tony Shannon,Deputy Court Clerk II,78124.67,15671.15,7143.13,35485.88,115366.19
21229,Adam Rodriguez,Deputy Court Clerk II,11837,2155.53,955.4,4546.29,16383.29
21250,Joseph Taylor,Deputy Court Clerk II,47572.93,9842.77,3979.93,21233.58,69178.25
22234,Johnny Moreno,Deputy Court Clerk II,79570.54,15729.83,6720.67,35368.74,116734.24
22243,Jacob Ramos,Deputy Court Clerk II,79570.52,15729.83,6663.41,35311.48,115530
22832,Jill Delgado,Deputy Court Clerk II,79570.53,15729.83,7219.48,35867.55,118228.08
23412,Misty Park,Deputy Court Clerk II,4301.2,783.24,438.59,1962.36,6645.88
237,Lisa Ellis,Deputy Court Clerk II,79570.5,13561.19,7218.61,33698.04,113916.54
24443,Amanda Taylor,Deputy Court Clerk II,77234.91,15163.99,6278.07,34360.3,111595.21
24481,Helen Phillips,Deputy Court Clerk II,58472.06,11529.38,4873.58,28231.89,86703.95
24607,Sarah Moore,Deputy Court Clerk II,79570.53,15729.83,6663.41,35311.48,115530.03
24999,Sarah Davila,Deputy Court Clerk II,79570.55,15729.83,6663.41,35311.48,115530.03
2551,James Morales,Deputy Court Clerk II,79570.51,15602.47,6611.88,35132.59,114703.1
25905,David English,Deputy Court Clerk II,79423.91,15702.9,6651.64,35247.55,115318.19
26288,Ms. Deanna Johnson,Deputy Court Clerk II,79570.54,15718.9,6570.69,35207.83,117508.37
26731,Karen Ross,Deputy Court Clerk II,75620.96,14760.42,6168.71,33187.11,108808.07
27070,Steven Gallagher,Deputy Court Clerk II,79339.9,15868.73,6679.42,35426.86,116346.76
27113,Robert Gregory,Deputy Court Clerk II,79570.55,15602.47,6409.45,34930.16,116642.71
27524,Courtney Hall,Deputy Court Clerk II,79570.54,15729.83,6663.41,35311.48,115530.02
27603,Terry Webb,Deputy Court Clerk II,79570.5,15605.88,6613.37,35137.49,114726.75
27938,Ryan Wilkerson,Deputy Court Clerk II,69819.62,13807.03,5881.59,30949.09,101333.55
28196,Angela Eaton,Deputy Court Clerk II,72630.77,14151.1,6035.93,31940.6,104571.37
28201,Jessica Smith,Deputy Court Clerk II,79570.54,15602.47,6611.88,35132.59,114703.13
28379,Tracy Schneider,Deputy Court Clerk II,79570.5,15607.59,6613.79,35139.62,114734.12
28517,Eric Davis,Deputy Court Clerk II,72117.47,14141.76,5921.2,32951.9,105069.37
28690,Heather Brewer,Deputy Court Clerk II,79570.55,15729.83,6154.14,34802.21,117162.77
29006,Edward Rodriguez,Deputy Court Clerk II,31290.03,5697.95,2607.04,13089.53,44379.56
2966,Stacy Brewer,Deputy Court Clerk II,79570.51,15729.83,6663.41,35311.48,115529.99
30118,John Wallace,Deputy Court Clerk II,52675.27,10145,4440.55,22976.19,76074.42
30442,Patrick Maynard,Deputy Court Clerk II,79570.5,15729.83,6663.41,35311.48,115529.98
31444,Jonathan Johnson,Deputy Court Clerk II,79570.51,15804.98,6692.97,35416.19,116006.7
31495,Neil Allen Jr.,Deputy Court Clerk II,77986.57,15628.89,6606.45,35153.58,114740.15
32011,Richard Myers,Deputy Court Clerk II,79153.7,15653.24,6542.03,35041.75,116981.85
33921,Barbara Simmons,Deputy Court Clerk II,23969.78,4397.11,2118.16,10039.5,34249.78
34042,Christine Watts,Deputy Court Clerk II,79570.52,15602.47,6526.02,35046.73,114617.25
34455,Paul George,Deputy Court Clerk II,15472.3,2822.64,1458.54,6342.42,21842.86
34719,Madison Johnson,Deputy Court Clerk II,0,0,162.88,170.47,2299.68
35542,Jill Clark,Deputy Court Clerk II,69732.51,13922.83,5874.53,31021.82,101317.38
35730,Richard Silva,Deputy Court Clerk II,19670.32,3581.98,1671.32,8037.3,28190.12
36426,Monica Mckee,Deputy Court Clerk II,24596.97,4842.57,2255.76,7098.33,31874.85
37981,Brandon Bautista,Deputy Court Clerk II,74242.91,14579.28,6767.45,34264.97,108507.88
38078,James Hood,Deputy Court Clerk II,79570.53,15729.83,6663.41,35311.48,115530.01
38127,Chelsey Cooper,Deputy Court Clerk II,55150.52,11176.79,4454.33,25200.19,82492.71
38815,Anthony Boyd,Deputy Court Clerk II,79544.48,15725.03,6718.58,35357.37,116696.57
39161,Joshua Rice,Deputy Court Clerk II,79570.5,15729.83,6425.9,35073.97,117434.47
39651,Thomas Tapia,Deputy Court Clerk II,4889.5,890.38,446.92,1576.53,7226.78
39808,Jennifer Robinson,Deputy Court Clerk II,72067.79,14324.84,6052.65,32885.64,105673.43
40258,Denise Andrews,Deputy Court Clerk II,79570.5,15729.83,6663.41,35311.48,115529.98
40282,Caitlin Brock,Deputy Court Clerk II,79570.5,15872.51,6719.12,35509.87,116429.17
40372,Nicole Blake,Deputy Court Clerk II,71372.01,14288.29,5890.01,31703.65,104573.79
41197,Lisa Matthews,Deputy Court Clerk II,79570.53,15729.83,6604.25,35252.32,115470.85
41263,Cheryl Johnson,Deputy Court Clerk II,74242.95,14579.32,6168.34,33665.9,107908.85
41811,Lisa Moore,Deputy Court Clerk II,71233.55,14198.53,5912.59,31594,105545.55
42020,Jennifer Johnson,Deputy Court Clerk II,79570.51,15661.84,6634.02,35214.1,115063.01
42606,Nicole Morales,Deputy Court Clerk II,79570.56,15729.83,6500.03,35148.1,115366.66
42689,John Martin,Deputy Court Clerk II,79570.51,15602.47,6669.15,35189.86,115907.33
4297,Shawn Shelton,Deputy Court Clerk II,79306.51,15554.39,6589.77,35062.4,114368.91
4389,Dana Miller,Deputy Court Clerk II,79101.54,15628.98,6506.56,34975.38,114720.99
44422,Thomas Johnson,Deputy Court Clerk II,79570.5,15729.83,7180.23,35828.3,116046.81
44712,John Martinez,Deputy Court Clerk II,72989.21,14350.68,6065.15,33251.96,106241.17
44873,Christopher Gates,Deputy Court Clerk II,79570.56,15934.02,6741.08,35593.34,117871.42
45119,Ashley Payne,Deputy Court Clerk II,73737.87,14523.97,6171.54,32631.01,106967.59
45404,Jack Henry,Deputy Court Clerk II,79570.51,15729.83,6663.41,35311.48,115529.99
45507,Emma Gonzales,Deputy Court Clerk II,75496.16,14902.22,6892.79,34024.4,112275.83
45749,Crystal Johnson,Deputy Court Clerk II,31108.5,6180.89,2601.28,14045.16,45153.66
45845,Margaret Schultz,Deputy Court Clerk II,79450.51,15576.88,6602.34,35097.46,114547.97
45895,Kenneth Herrera,Deputy Court Clerk II,79284.36,15839.29,5824.13,34533.81,117480.17
46081,Jack Jones,Deputy Court Clerk II,14616.03,2679.07,1646.22,6239.1,26603.38
46463,Darlene Olson,Deputy Court Clerk II,21285.61,3904.1,1775.04,8741.25,30180.46
46489,Molly Johnston,Deputy Court Clerk II,11837,2155.53,964.58,4555.47,16392.47
46999,Bryce Jarvis,Deputy Court Clerk II,76745.32,15059.61,6375.97,34353.82,111099.14
47333,Chelsea Evans,Deputy Court Clerk II,79570.56,15729.83,6524.78,35172.85,115391.41
47460,Christian Waller,Deputy Court Clerk II,6765.13,0,537.83,537.83,7302.96
48005,Maria Payne,Deputy Court Clerk II,78315.4,15486.92,6619.07,34809.77,114897.37
48475,Kelly Black,Deputy Court Clerk II,79570.51,15729.83,6663.41,35311.48,115529.99
48530,Corey Lopez,Deputy Court Clerk II,78231.17,15469.69,6556.01,34715.61,113583.37
48783,Randall May,Deputy Court Clerk II,71369.92,14052.99,5959.94,31528.29,102898.21
50019,Joshua Carter,Deputy Court Clerk II,74242.91,14579.28,6168.34,33665.86,107908.77
50776,Jeffery Rivers,Deputy Court Clerk II,79570.53,15729.83,6575.46,35223.53,117584.06
50838,Larry Johnson,Deputy Court Clerk II,63430.8,12432.33,5267.8,30618.37,94049.17
51008,Rebecca Floyd,Deputy Court Clerk II,74915.27,14726.36,6287.75,33601.56,109663.79
51030,Nicole Steele,Deputy Court Clerk II,79570.55,16234.87,6867.53,36020.64,118806.75
51042,David Lee,Deputy Court Clerk II,79570.56,15729.83,6720.67,35368.74,116734.26
512,Danielle Hayes,Deputy Court Clerk II,79553.15,15932.07,6744.68,35592.01,116833
5143,Stephen Rodriguez,Deputy Court Clerk II,79570.5,15602.47,6611.88,35132.59,114703.09
51481,Craig Johnson,Deputy Court Clerk II,79570.57,15729.83,6663.41,35311.48,115530.05
51522,Kelly Woods,Deputy Court Clerk II,40442.88,7809.69,3460.93,17559.53,58758.61
51804,Gregory Smith,Deputy Court Clerk II,79570.5,15602.47,6611.88,35132.59,114703.09
51811,Lisa Herrera,Deputy Court Clerk II,79570.52,15602.47,6523.93,35044.64,116757.16
52009,Brandon Hodge,Deputy Court Clerk II,70416.16,13827.35,5850.41,32556.24,102972.4
52063,Mario Ellison,Deputy Court Clerk II,79391.6,15696.97,6571.14,35155.55,115193.62
52104,Samuel Rios,Deputy Court Clerk II,27787.9,5060.19,2322.93,11773.23,39561.13
52221,Caleb Hart,Deputy Court Clerk II,79570.54,15897.91,6731.13,35547.28,116617.82
52235,Robert Parker,Deputy Court Clerk II,79570.5,15729.83,6720.67,35368.74,116734.2
52421,Lance Burgess,Deputy Court Clerk II,74242.95,14579.32,6168.34,33665.9,107908.85
52545,Pamela Hall,Deputy Court Clerk II,66604.06,13137.78,5549.39,31366.18,97970.24
5268,Debbie Williams,Deputy Court Clerk II,78026.13,15321.2,6483.51,34722.95,112749.08
53153,Samuel Fitzpatrick,Deputy Court Clerk II,74803.06,14681.68,6232.87,33020.44,107823.5
5322,Lauren Black,Deputy Court Clerk II,79570.51,15602.47,6669.15,35189.86,115907.33
54017,Elizabeth Carr,Deputy Court Clerk II,76826.93,15388.29,6509.22,34815.76,113222.69
54529,Matthew Johnson,Deputy Court Clerk II,72894.55,14295.41,6055.68,33269.33,106163.88
54597,Kristina Whitehead,Deputy Court Clerk II,76826.93,15385.28,6332.73,34636.25,113023.18
54602,Shannon Torres,Deputy Court Clerk II,79570.51,15729.83,6575.46,35223.53,117584.04
55590,Tyrone Henson,Deputy Court Clerk II,78819.27,15568.3,6660.44,35021.39,115629.32
55742,Cody Velazquez,Deputy Court Clerk II,0,0,293.82,293.82,4134.69
55763,Debbie Hayes,Deputy Court Clerk II,35858.92,7166.92,3047.27,16188.46,52047.38
55827,Patricia Jimenez DDS,Deputy Court Clerk II,79570.54,15602.47,6611.88,35132.59,114703.13
56087,Danielle Davis,Deputy Court Clerk II,78119.18,15463.24,6547.02,34678.64,113433.28
56427,Heather Johnson,Deputy Court Clerk II,47181.09,9446.98,3862.78,20948.45,68129.54
56859,Samuel Hawkins,Deputy Court Clerk II,70437.88,14035.33,6002.4,32579.32,105244.16
56916,Danny Wilson,Deputy Court Clerk II,74192.54,14570.13,6164.34,33652.71,107845.25
6201,Amber Thompson,Deputy Court Clerk II,79570.51,15729.83,6663.41,35311.48,115529.99
6494,David Anderson,Deputy Court Clerk II,79570.55,15602.47,6611.88,35132.59,114703.14
6668,Justin Krause,Deputy Court Clerk II,77165.47,15127.78,6477.95,34115.8,112428.23
7175,Hannah Gonzales,Deputy Court Clerk II,79570.52,15729.83,7755.75,36403.82,118764.34
7371,Martin Smith,Deputy Court Clerk II,75142.79,14782.12,6090.79,33050.27,110826.9
8068,Daniel Gates,Deputy Court Clerk II,79570.51,15729.82,6663.41,35311.47,115529.97
8490,Martin Arias,Deputy Court Clerk II,79570.54,15729.83,6663.41,35311.48,115530.02
898,Adam Harris,Deputy Court Clerk II,71678.13,14050.42,6015.15,32828.98,105654.07
9101,Christina Reese,Deputy Court Clerk II,74419.3,14611.4,6182.37,33712.01,108131.31
9168,Jonathan Martinez,Deputy Court Clerk II,79561.58,15727.9,6100.93,34745.58,117097.1
9317,Bradley Reyes,Deputy Court Clerk II,78158.1,15664.4,6618.05,35200.69,116125.75
9726,Ronald Kelley,Deputy Court Clerk II,79284.34,15881,6783.59,35534.99,116544.93
10290,Zachary Moore,Deputy Court Clerk III,59846,11717.8,5017.1,24802.82,84648.82
10608,Thomas Gardner,Deputy Court Clerk III,93178.21,18270.9,7664.2,38775.96,131954.17
10753,Michele Martinez,Deputy Court Clerk III,93665.74,18503.93,7894.39,39307.6,134640.39
11591,Ashley Ford,Deputy Court Clerk III,97085.56,19065.51,7933.65,39917.4,137002.96
1197,Carl Pitts,Deputy Court Clerk III,93727.51,18515.25,7842.07,39275.56,133651.07
12073,Stephanie Miller,Deputy Court Clerk III,93727.52,18388.01,7790.56,39096.81,132824.33
12079,Andrea Cherry,Deputy Court Clerk III,93727.54,18388.02,7790.56,39096.82,132824.36
13454,Donna Mcguire,Deputy Court Clerk III,93179.94,18408.55,7630.89,38879.03,132703.02
14234,Chase Stanley,Deputy Court Clerk III,93727.5,18515.25,7842.07,39275.56,133651.06
14423,Michael Davis,Deputy Court Clerk III,93727.5,18515.25,7811.9,39245.39,134767.85
1529,Brian Hodges,Deputy Court Clerk III,93727.52,18515.27,7899.34,39332.85,134855.33
15349,Dana Johnson,Deputy Court Clerk III,61543.82,12378.24,5153.33,25808.82,87767.84
16301,Jasmine Sanchez,Deputy Court Clerk III,93727.51,18388.01,7529.21,38835.46,134704.97
16428,Gary Logan,Deputy Court Clerk III,93068.51,18394.38,7789.31,39006.24,132717.95
16633,Joseph Davis,Deputy Court Clerk III,93727.52,18388.01,8345.76,39652.01,133379.53
180,Tiffany Myers,Deputy Court Clerk III,93727.53,18388.01,7790.56,39096.81,132824.34
18935,Alejandro Valencia,Deputy Court Clerk III,92436.33,18248.15,7738.7,38721.79,131796.93
19819,Glen Green,Deputy Court Clerk III,5706.37,0,453.65,453.65,6160.02
20234,Dave Lee,Deputy Court Clerk III,93727.56,18515.29,7842.08,39275.61,133651.17
20718,Christine Ward,Deputy Court Clerk III,93727.53,18388.01,7790.56,39096.81,132824.34
20855,Kathy Williams,Deputy Court Clerk III,93727.5,18647.5,7901.02,39466.76,134583.76
20949,John Turner,Deputy Court Clerk III,93727.52,18388.01,7847.82,39154.07,134028.55
21229,Lisa Dillon,Deputy Court Clerk III,72873.5,14467.7,5867.96,31818.54,104692.04
21230,Dawn Mccormick,Deputy Court Clerk III,54481.37,10881.81,4727.76,22878.95,78507.28
21492,Joseph Lewis,Deputy Court Clerk III,93727.51,18388.01,8399.21,39705.46,133432.97
23412,Daniel Hale,Deputy Court Clerk III,14922.08,2717.29,1329.89,5705.74,20627.82
23651,Luis Reese,Deputy Court Clerk III,92072.17,18086.57,7658.96,38423.41,130495.58
23710,Christopher Nelson,Deputy Court Clerk III,84246.57,16661.52,7036.83,35239.91,119486.48
23932,Devon Barker,Deputy Court Clerk III,93199.51,18286.28,7748.58,38877.21,132076.72
24001,Jennifer Yoder,Deputy Court Clerk III,93727.52,18515.25,7756.22,39189.71,133565.24
24504,David Porter,Deputy Court Clerk III,93727.51,18388.01,7790.56,39096.81,132824.32
24673,Jared West,Deputy Court Clerk III,93717.21,18386.13,7804.92,39107.8,133016.04
25206,Taylor Ford,Deputy Court Clerk III,93727.51,18515.25,7842.07,39275.56,133651.07
26358,Tara Price,Deputy Court Clerk III,93727.5,18515.25,7769.57,39203.06,133578.56
26703,Christopher Chase,Deputy Court Clerk III,76747.51,14869.55,6920.56,32316.09,117465.14
28681,Melanie Bishop,Deputy Court Clerk III,87644,17090.96,7306.92,36459.03,124103.03
29006,Colleen Russell,Deputy Court Clerk III,51950.5,10657.6,4311.15,23102.46,75052.96
29466,Valerie Andrews,Deputy Court Clerk III,93727.52,18515.26,7899.34,39332.84,134855.33
29496,Christine Schultz,Deputy Court Clerk III,93727.51,18515.26,7750.97,39184.47,133559.98
30337,Linda Stevens,Deputy Court Clerk III,93727.53,18683.57,7657.07,39258.88,136628.41
3074,Alejandro Jones,Deputy Court Clerk III,93727.52,18515.25,7780.07,39213.56,133589.08
31051,Dennis Gray,Deputy Court Clerk III,93727.51,18388.01,7699.29,39005.54,132733.05
32592,Mrs. Elizabeth Nguyen,Deputy Court Clerk III,93727.51,18515.26,7516.15,38949.65,133325.16
33423,Ronald Boyd,Deputy Court Clerk III,93727.53,18388.01,7790.56,39096.81,132824.34
34186,Dale Kennedy,Deputy Court Clerk III,93727.5,18515.25,7842.07,39275.56,133651.06
34455,Ashley Garrison,Deputy Court Clerk III,57928.51,11746.2,5249.84,26086.66,85162.13
34578,John Blake,Deputy Court Clerk III,93727.52,18388.01,7790.56,39096.81,132824.33
35140,Nicholas Beck,Deputy Court Clerk III,92745.65,18178.67,7769.77,38728.35,132620.96
35550,Gerald Anderson,Deputy Court Clerk III,93727.51,18515.25,7842.07,39275.56,133651.07
35827,Samuel Hinton,Deputy Court Clerk III,93727.51,18388.01,7847.82,39154.07,134028.54
35901,Alyssa Barker,Deputy Court Clerk III,92722.97,18447.05,7735.57,38955,132892.86
3599,Brendan Thomas,Deputy Court Clerk III,93727.54,18515.29,7899.34,39332.87,133772.13
36596,Garrett Smith,Deputy Court Clerk III,70715.76,13481.91,5900.71,29058.81,99774.57
36631,Alicia Banks,Deputy Court Clerk III,93663.72,18503.6,7836.96,39249.53,133560.79
37457,Steven Burgess,Deputy Court Clerk III,93727.52,18515.26,7842.08,39275.58,133651.1
38003,Barbara Williams,Deputy Court Clerk III,97497.44,19197.84,8126.7,40242.78,138009.02
3871,Megan Hall,Deputy Court Clerk III,93727.51,18388.01,7790.56,39096.81,132824.32
40017,Kevin Wood,Deputy Court Clerk III,52338.94,10126.82,4386.02,21531.21,74222.2
40742,Donald Sandoval,Deputy Court Clerk III,93727.53,18388.02,7687.21,38993.47,132721
41095,Kevin Wilson,Deputy Court Clerk III,83362.52,16289.84,7012.23,34760.02,118697.29
41256,Donna Vaughn,Deputy Court Clerk III,93264.57,18303.71,7636.09,38790.82,132055.39
41485,Parker Stewart,Deputy Court Clerk III,93727.53,18515.25,7555.39,38988.88,135506.41
41825,Kathleen Stewart,Deputy Court Clerk III,93727.51,18515.27,7842.08,39275.59,133651.11
42960,Bryan Jones,Deputy Court Clerk III,93727.5,18515.25,7842.07,39275.56,133651.06
43108,Dawn Wells,Deputy Court Clerk III,93727.5,18515.25,7842.07,39275.56,133651.06
4486,Theresa Molina,Deputy Court Clerk III,49300.5,8977.63,4114.76,19742.89,69043.39
45431,Patrick Clayton,Deputy Court Clerk III,93727.5,18515.25,7899.34,39332.83,134855.29
45689,Julie Roberts,Deputy Court Clerk III,93727.57,18388.01,7580.2,38886.45,132614.02
4626,Samantha Ellis,Deputy Court Clerk III,87462.46,17115.31,7302.4,36444.54,124071.75
46463,Cody Mitchell,Deputy Court Clerk III,43692.91,8781.97,3676.29,19331.12,63419.23
46489,Gavin Riggs,Deputy Court Clerk III,72873.51,14467.7,6075.81,32026.39,104899.9
4659,Kristin Moore,Deputy Court Clerk III,91900.13,18050.6,7508.15,38212.29,130112.42
